Epoch	Dice_Train	Dice_Val	AUC	Dice_11	Dice_22	Dice_33	AUC_1	AUC_2	AUC_3	
099	0.753927	0.575513	0.500000	0.600843	0.712847	0.412850	0.500000	0.500000	0.500000	
100	0.755075	0.467268	0.500000	0.432530	0.693975	0.275298	0.500000	0.500000	0.500000	
101	0.741404	0.385355	0.500000	0.411744	0.501293	0.243029	0.500000	0.500000	0.500000	
102	0.732252	0.592278	0.500000	0.517089	0.747689	0.512056	0.500000	0.500000	0.500000	
103	0.747229	0.631973	0.500000	0.759370	0.740856	0.395693	0.500000	0.500000	0.500000	
104	0.736965	0.508022	0.500000	0.587807	0.716560	0.219700	0.500000	0.500000	0.500000	
105	0.753704	0.486546	0.500000	0.871224	0.375507	0.212907	0.500000	0.500000	0.500000	
106	0.725119	0.626477	0.500000	0.733868	0.736555	0.409007	0.500000	0.500000	0.500000	
107	0.730513	0.609662	0.500000	0.802435	0.744176	0.282376	0.500000	0.500000	0.500000	
108	0.736294	0.610846	0.500000	0.645668	0.661183	0.525686	0.500000	0.500000	0.500000	
109	0.743593	0.566496	0.500000	0.741262	0.629518	0.328708	0.500000	0.500000	0.500000	
110	0.765085	0.603778	0.500000	0.642024	0.569863	0.599448	0.500000	0.500000	0.500000	
111	0.746275	0.638536	0.500000	0.662538	0.743246	0.509823	0.500000	0.500000	0.500000	
112	0.742927	0.542920	0.500000	0.744449	0.683059	0.201252	0.500000	0.500000	0.500000	
113	0.757964	0.649942	0.500000	0.831102	0.738640	0.380084	0.500000	0.500000	0.500000	
114	0.734888	0.542841	0.500000	0.651394	0.650700	0.326428	0.500000	0.500000	0.500000	
115	0.760295	0.632664	0.500000	0.678973	0.703576	0.515443	0.500000	0.500000	0.500000	
116	0.747146	0.571519	0.500000	0.481847	0.692013	0.540697	0.500000	0.500000	0.500000	
117	0.758620	0.601192	0.500000	0.572677	0.712559	0.518341	0.500000	0.500000	0.500000	
118	0.769940	0.598836	0.500000	0.559581	0.720396	0.516531	0.500000	0.500000	0.500000	
119	0.757146	0.519886	0.500000	0.405434	0.734170	0.420055	0.500000	0.500000	0.500000	
120	0.737584	0.628139	0.500000	0.653173	0.686717	0.544526	0.500000	0.500000	0.500000	
121	0.763891	0.687768	0.500000	0.793302	0.618881	0.651120	0.500000	0.500000	0.500000	
122	0.726192	0.476381	0.500000	0.727810	0.506287	0.195045	0.500000	0.500000	0.500000	
123	0.735643	0.592722	0.500000	0.686514	0.693535	0.398116	0.500000	0.500000	0.500000	
