Epoch	Dice_Train	Dice_Val	AUC	Dice_11	Dice_22	Dice_33	AUC_1	AUC_2	AUC_3	
065	0.836369	0.650723	0.500000	0.667455	0.571329	0.713384	0.500000	0.500000	0.500000	
066	0.832355	0.676255	0.500000	0.652147	0.635126	0.741491	0.500000	0.500000	0.500000	
067	0.841104	0.624266	0.500000	0.591403	0.556313	0.725081	0.500000	0.500000	0.500000	
068	0.837424	0.673567	0.500000	0.666652	0.609273	0.744778	0.500000	0.500000	0.500000	
069	0.839370	0.699025	0.500000	0.758716	0.572494	0.765864	0.500000	0.500000	0.500000	
070	0.833280	0.643870	0.500000	0.657644	0.530948	0.743019	0.500000	0.500000	0.500000	
071	0.837591	0.691173	0.500000	0.765857	0.576345	0.731316	0.500000	0.500000	0.500000	
072	0.844346	0.650279	0.500000	0.613136	0.579204	0.758496	0.500000	0.500000	0.500000	
073	0.840819	0.668866	0.500000	0.759436	0.522493	0.724671	0.500000	0.500000	0.500000	
074	0.817943	0.625149	0.500000	0.653623	0.602872	0.618953	0.500000	0.500000	0.500000	
075	0.803387	0.576951	0.500000	0.742588	0.497432	0.490834	0.500000	0.500000	0.500000	
076	0.799968	0.633552	0.500000	0.552453	0.572612	0.775591	0.500000	0.500000	0.500000	
077	0.815109	0.644638	0.500000	0.722393	0.581304	0.630216	0.500000	0.500000	0.500000	
078	0.825847	0.653751	0.500000	0.649600	0.658542	0.653111	0.500000	0.500000	0.500000	
079	0.831711	0.705089	0.500000	0.701949	0.678752	0.734566	0.500000	0.500000	0.500000	
080	0.834746	0.660479	0.500000	0.636706	0.657784	0.686948	0.500000	0.500000	0.500000	
081	0.833951	0.615795	0.500000	0.613282	0.533107	0.700997	0.500000	0.500000	0.500000	
082	0.825740	0.697330	0.500000	0.653140	0.696457	0.742393	0.500000	0.500000	0.500000	
083	0.830869	0.653739	0.500000	0.679737	0.643205	0.638275	0.500000	0.500000	0.500000	
084	0.833500	0.646981	0.500000	0.611547	0.613582	0.715814	0.500000	0.500000	0.500000	
085	0.840788	0.701885	0.500000	0.680134	0.664242	0.761280	0.500000	0.500000	0.500000	
086	0.846307	0.694939	0.500000	0.723492	0.624650	0.736675	0.500000	0.500000	0.500000	
087	0.844076	0.703515	0.500000	0.708394	0.659501	0.742649	0.500000	0.500000	0.500000	
088	0.850918	0.683103	0.500000	0.716064	0.652487	0.680756	0.500000	0.500000	0.500000	
089	0.842997	0.661152	0.500000	0.609947	0.615066	0.758443	0.500000	0.500000	0.500000	
090	0.847478	0.601059	0.500000	0.639556	0.476855	0.686765	0.500000	0.500000	0.500000	
091	0.849914	0.667316	0.500000	0.642383	0.611759	0.747806	0.500000	0.500000	0.500000	
092	0.830001	0.668199	0.500000	0.752356	0.534113	0.718127	0.500000	0.500000	0.500000	
093	0.833262	0.631226	0.500000	0.576029	0.613271	0.704378	0.500000	0.500000	0.500000	
094	0.835922	0.664941	0.500000	0.757284	0.569927	0.667611	0.500000	0.500000	0.500000	
095	0.826610	0.616078	0.500000	0.597624	0.560480	0.690130	0.500000	0.500000	0.500000	
096	0.828991	0.594115	0.500000	0.759844	0.472275	0.550225	0.500000	0.500000	0.500000	
097	0.829570	0.703831	0.500000	0.780365	0.607649	0.723478	0.500000	0.500000	0.500000	
098	0.833742	0.701311	0.500000	0.765880	0.624143	0.713911	0.500000	0.500000	0.500000	
099	0.827358	0.682180	0.500000	0.771781	0.598395	0.676364	0.500000	0.500000	0.500000	
100	0.832923	0.734908	0.500000	0.775424	0.653664	0.775635	0.500000	0.500000	0.500000	
101	0.829874	0.695393	0.500000	0.693380	0.628480	0.764319	0.500000	0.500000	0.500000	
102	0.834797	0.694312	0.500000	0.737363	0.597365	0.748206	0.500000	0.500000	0.500000	
103	0.837521	0.694672	0.500000	0.751633	0.620671	0.711713	0.500000	0.500000	0.500000	
104	0.851762	0.695843	0.500000	0.740260	0.594676	0.752592	0.500000	0.500000	0.500000	
105	0.848668	0.680918	0.500000	0.709662	0.584931	0.748159	0.500000	0.500000	0.500000	
106	0.852217	0.688691	0.500000	0.760671	0.547393	0.758010	0.500000	0.500000	0.500000	
107	0.852526	0.684301	0.500000	0.642697	0.647014	0.763193	0.500000	0.500000	0.500000	
108	0.843843	0.643561	0.500000	0.653227	0.568205	0.709252	0.500000	0.500000	0.500000	
109	0.848418	0.718659	0.500000	0.753656	0.638420	0.763902	0.500000	0.500000	0.500000	
110	0.850784	0.627192	0.500000	0.630093	0.512492	0.738991	0.500000	0.500000	0.500000	
111	0.851743	0.673032	0.500000	0.668403	0.631912	0.718782	0.500000	0.500000	0.500000	
112	0.848101	0.677143	0.500000	0.721566	0.602543	0.707320	0.500000	0.500000	0.500000	
113	0.847522	0.616508	0.500000	0.594604	0.520550	0.734370	0.500000	0.500000	0.500000	
114	0.833128	0.570463	0.500000	0.535019	0.577020	0.599349	0.500000	0.500000	0.500000	
115	0.801106	0.561927	0.500000	0.608518	0.436409	0.640853	0.500000	0.500000	0.500000	
116	0.798314	0.626643	0.500000	0.611398	0.534890	0.733641	0.500000	0.500000	0.500000	
117	0.820154	0.724776	0.500000	0.803310	0.651951	0.719065	0.500000	0.500000	0.500000	
118	0.828749	0.717283	0.500000	0.783181	0.643555	0.725113	0.500000	0.500000	0.500000	
119	0.845611	0.709623	0.500000	0.787292	0.602617	0.738961	0.500000	0.500000	0.500000	
120	0.850632	0.728335	0.500000	0.796831	0.624202	0.763971	0.500000	0.500000	0.500000	
121	0.853564	0.729619	0.500000	0.790179	0.634440	0.764237	0.500000	0.500000	0.500000	
122	0.855261	0.737596	0.500000	0.800207	0.650693	0.761886	0.500000	0.500000	0.500000	
123	0.851962	0.651709	0.500000	0.737697	0.509990	0.707442	0.500000	0.500000	0.500000	
124	0.853596	0.744682	0.500000	0.799742	0.634198	0.800106	0.500000	0.500000	0.500000	
125	0.856655	0.722197	0.500000	0.788433	0.613246	0.764911	0.500000	0.500000	0.500000	
126	0.857474	0.704006	0.500000	0.771538	0.598470	0.742010	0.500000	0.500000	0.500000	
127	0.855192	0.737182	0.500000	0.789577	0.638829	0.783140	0.500000	0.500000	0.500000	
128	0.856438	0.708974	0.500000	0.773234	0.599319	0.754369	0.500000	0.500000	0.500000	
129	0.860954	0.708187	0.500000	0.747209	0.647322	0.730030	0.500000	0.500000	0.500000	
130	0.858694	0.712921	0.500000	0.761358	0.605776	0.771627	0.500000	0.500000	0.500000	
131	0.854924	0.696996	0.500000	0.689173	0.635665	0.766150	0.500000	0.500000	0.500000	
132	0.853028	0.645962	0.500000	0.666966	0.539931	0.730989	0.500000	0.500000	0.500000	
133	0.855416	0.709271	0.500000	0.754409	0.588022	0.785383	0.500000	0.500000	0.500000	
134	0.861660	0.680112	0.500000	0.740092	0.576159	0.724085	0.500000	0.500000	0.500000	
135	0.847594	0.655497	0.500000	0.626958	0.569503	0.770030	0.500000	0.500000	0.500000	
136	0.840526	0.592704	0.500000	0.573485	0.570964	0.633663	0.500000	0.500000	0.500000	
137	0.819804	0.603486	0.500000	0.688475	0.569112	0.552872	0.500000	0.500000	0.500000	
138	0.837632	0.563427	0.500000	0.523315	0.494538	0.672429	0.500000	0.500000	0.500000	
139	0.824613	0.634790	0.500000	0.610633	0.548115	0.745623	0.500000	0.500000	0.500000	
140	0.829292	0.619515	0.500000	0.638564	0.536087	0.683894	0.500000	0.500000	0.500000	
141	0.839145	0.635411	0.500000	0.593941	0.620516	0.691775	0.500000	0.500000	0.500000	
142	0.849533	0.601197	0.500000	0.617167	0.505415	0.681010	0.500000	0.500000	0.500000	
143	0.843776	0.635456	0.500000	0.723239	0.521630	0.661500	0.500000	0.500000	0.500000	
144	0.841829	0.647525	0.500000	0.673903	0.505451	0.763221	0.500000	0.500000	0.500000	
145	0.851199	0.658811	0.500000	0.662902	0.596203	0.717328	0.500000	0.500000	0.500000	
146	0.846600	0.670685	0.500000	0.678002	0.595169	0.738884	0.500000	0.500000	0.500000	
147	0.859917	0.657908	0.500000	0.634312	0.586888	0.752524	0.500000	0.500000	0.500000	
148	0.862338	0.669257	0.500000	0.643390	0.605894	0.758488	0.500000	0.500000	0.500000	
149	0.861822	0.661340	0.500000	0.648967	0.582205	0.752848	0.500000	0.500000	0.500000	
