Epoch	Dice_Train	Dice_Val	AUC	Dice_11	Dice_22	Dice_33	AUC_1	AUC_2	AUC_3	
135	0.758034	0.473011	0.500000	0.564695	0.683139	0.171200	0.500000	0.500000	0.500000	
136	0.762707	0.570279	0.500000	0.793973	0.733715	0.183148	0.500000	0.500000	0.500000	
137	0.751088	0.560211	0.500000	0.700846	0.718499	0.261289	0.500000	0.500000	0.500000	
138	0.763645	0.448629	0.500000	0.610405	0.596228	0.139253	0.500000	0.500000	0.500000	
139	0.761405	0.469789	0.500000	0.585036	0.656441	0.167891	0.500000	0.500000	0.500000	
140	0.778843	0.573223	0.500000	0.770412	0.704633	0.244623	0.500000	0.500000	0.500000	
141	0.766293	0.492922	0.500000	0.672731	0.639892	0.166143	0.500000	0.500000	0.500000	
142	0.755985	0.512192	0.500000	0.750199	0.678431	0.107948	0.500000	0.500000	0.500000	
143	0.774647	0.542133	0.500000	0.717877	0.608775	0.299749	0.500000	0.500000	0.500000	
144	0.756088	0.484502	0.500000	0.614176	0.683132	0.156198	0.500000	0.500000	0.500000	
145	0.762707	0.460599	0.500000	0.451757	0.693181	0.236858	0.500000	0.500000	0.500000	
146	0.774088	0.483679	0.500000	0.634147	0.666491	0.150399	0.500000	0.500000	0.500000	
147	0.766880	0.466289	0.500000	0.399932	0.641378	0.357557	0.500000	0.500000	0.500000	
148	0.783768	0.521331	0.500000	0.490755	0.710996	0.362241	0.500000	0.500000	0.500000	
149	0.770933	0.464690	0.500000	0.441678	0.668637	0.283754	0.500000	0.500000	0.500000	
