Epoch	Dice_Train	Dice_Val	AUC	Dice_11	Dice_22	Dice_33	AUC_1	AUC_2	AUC_3	
065	0.697776	0.549986	0.500000	0.578106	0.563329	0.508523	0.500000	0.500000	0.500000	
066	0.690164	0.564243	0.500000	0.689667	0.479672	0.523389	0.500000	0.500000	0.500000	
067	0.685871	0.492890	0.500000	0.691274	0.499941	0.287453	0.500000	0.500000	0.500000	
068	0.669796	0.478047	0.500000	0.722084	0.452708	0.259347	0.500000	0.500000	0.500000	
069	0.698313	0.588721	0.500000	0.658583	0.581682	0.525899	0.500000	0.500000	0.500000	
070	0.696918	0.540091	0.500000	0.747060	0.452140	0.421072	0.500000	0.500000	0.500000	
071	0.708823	0.630769	0.500000	0.645250	0.620195	0.626862	0.500000	0.500000	0.500000	
072	0.677257	0.495954	0.500000	0.624079	0.455875	0.407909	0.500000	0.500000	0.500000	
073	0.724209	0.567843	0.500000	0.591534	0.503419	0.608577	0.500000	0.500000	0.500000	
074	0.701615	0.539452	0.500000	0.655921	0.448143	0.514292	0.500000	0.500000	0.500000	
075	0.725112	0.509880	0.500000	0.750779	0.499945	0.278916	0.500000	0.500000	0.500000	
076	0.739099	0.504637	0.500000	0.554156	0.473994	0.485761	0.500000	0.500000	0.500000	
077	0.749659	0.470071	0.500000	0.555198	0.560793	0.294223	0.500000	0.500000	0.500000	
078	0.714659	0.521480	0.500000	0.645328	0.470326	0.448787	0.500000	0.500000	0.500000	
079	0.709713	0.536870	0.500000	0.650405	0.505683	0.454523	0.500000	0.500000	0.500000	
080	0.707585	0.572587	0.500000	0.631107	0.511948	0.574705	0.500000	0.500000	0.500000	
081	0.737670	0.588708	0.500000	0.606100	0.523403	0.636621	0.500000	0.500000	0.500000	
082	0.711945	0.567460	0.500000	0.615645	0.497865	0.588871	0.500000	0.500000	0.500000	
083	0.750708	0.566462	0.500000	0.541279	0.469158	0.688950	0.500000	0.500000	0.500000	
084	0.737606	0.532255	0.500000	0.565839	0.462848	0.568078	0.500000	0.500000	0.500000	
085	0.712979	0.588769	0.500000	0.568666	0.515816	0.681827	0.500000	0.500000	0.500000	
086	0.766934	0.602166	0.500000	0.686432	0.478013	0.642053	0.500000	0.500000	0.500000	
087	0.755780	0.560931	0.500000	0.587095	0.464864	0.630835	0.500000	0.500000	0.500000	
088	0.766427	0.563428	0.500000	0.621539	0.530155	0.538590	0.500000	0.500000	0.500000	
089	0.730902	0.579872	0.500000	0.622653	0.506509	0.610454	0.500000	0.500000	0.500000	
090	0.737135	0.613947	0.500000	0.642693	0.497199	0.701948	0.500000	0.500000	0.500000	
091	0.749564	0.483364	0.500000	0.587347	0.460611	0.402133	0.500000	0.500000	0.500000	
092	0.754243	0.580281	0.500000	0.598978	0.485502	0.656363	0.500000	0.500000	0.500000	
093	0.735103	0.559202	0.500000	0.568037	0.527947	0.581620	0.500000	0.500000	0.500000	
094	0.759189	0.674601	0.500000	0.781164	0.543976	0.698662	0.500000	0.500000	0.500000	
095	0.743512	0.539789	0.500000	0.530241	0.477313	0.611813	0.500000	0.500000	0.500000	
096	0.719073	0.457996	0.500000	0.611490	0.493214	0.269282	0.500000	0.500000	0.500000	
