Epoch	Dice_Train	Dice_Val	AUC	Dice_11	Dice_22	Dice_33	AUC_1	AUC_2	AUC_3	
140	0.765543	0.733270	0.500000	0.880313	0.799311	0.520187	0.500000	0.500000	0.500000	
141	0.772408	0.620744	0.500000	0.792546	0.735336	0.334352	0.500000	0.500000	0.500000	
142	0.776616	0.671316	0.500000	0.856420	0.809228	0.348300	0.500000	0.500000	0.500000	
143	0.771559	0.691539	0.500000	0.890689	0.792622	0.391304	0.500000	0.500000	0.500000	
144	0.777107	0.687326	0.500000	0.890612	0.721203	0.450164	0.500000	0.500000	0.500000	
145	0.771667	0.715444	0.500000	0.885260	0.740281	0.520793	0.500000	0.500000	0.500000	
146	0.770352	0.649390	0.500000	0.836067	0.740330	0.371773	0.500000	0.500000	0.500000	
147	0.759908	0.676453	0.500000	0.882682	0.756449	0.390227	0.500000	0.500000	0.500000	
148	0.762145	0.686707	0.500000	0.870939	0.792855	0.396328	0.500000	0.500000	0.500000	
149	0.766810	0.654474	0.500000	0.865690	0.790565	0.307167	0.500000	0.500000	0.500000	
